id,title,color,fit,style,price,image
1672,Red Casual T-Shirt,red,regular,casual,599,709.jpg
1673,Red Minimal T-Shirt,red,oversized,minimal,699,71.jpg
1674,Black Graphic T-Shirt,black,oversized,graphic,799,710.jpg
1675,Grey Minimal T-Shirt,grey,regular,minimal,899,711.jpg
1676,White Casual T-Shirt,white,regular,casual,699,712.jpg
1677,Blue Graphic T-Shirt,blue,oversized,graphic,899,713.jpg
1678,Blue Graphic T-Shirt,blue,oversized,graphic,699,714.jpg
1679,Black Casual T-Shirt,black,regular,casual,799,715.jpg
1680,Blue Graphic T-Shirt,blue,regular,graphic,899,716.jpg
1681,White Casual T-Shirt,white,oversized,casual,899,717.jpg
1682,Black Graphic T-Shirt,black,oversized,graphic,699,718.jpg
1683,Grey Graphic T-Shirt,grey,regular,graphic,899,719.jpg
1684,Red Minimal T-Shirt,red,oversized,minimal,599,72.jpg
1685,Grey Minimal T-Shirt,grey,regular,minimal,799,720.jpg
1686,Grey Graphic T-Shirt,grey,regular,graphic,899,721.jpg
1687,Black Minimal T-Shirt,black,regular,minimal,799,722.jpg
1688,Red Graphic T-Shirt,red,oversized,graphic,699,723.jpg
1689,Blue Graphic T-Shirt,blue,regular,graphic,799,724.jpg
1690,White Minimal T-Shirt,white,regular,minimal,599,725.jpg
1691,Black Minimal T-Shirt,black,regular,minimal,799,726.jpg
1692,White Graphic T-Shirt,white,regular,graphic,599,727.jpg
1693,Red Casual T-Shirt,red,regular,casual,699,728.jpg
1694,Red Graphic T-Shirt,red,oversized,graphic,799,729.jpg
1695,Black Graphic T-Shirt,black,oversized,graphic,599,73.jpg
1696,Black Casual T-Shirt,black,regular,casual,799,730.jpg
1697,Blue Casual T-Shirt,blue,oversized,casual,799,731.jpg
1698,Grey Casual T-Shirt,grey,oversized,casual,799,732.jpg
1699,Grey Minimal T-Shirt,grey,oversized,minimal,899,733.jpg
1700,Grey Minimal T-Shirt,grey,oversized,minimal,599,734.jpg
1701,White Minimal T-Shirt,white,oversized,minimal,899,735.jpg
1702,Black Minimal T-Shirt,black,oversized,minimal,899,736.jpg
1703,Red Graphic T-Shirt,red,regular,graphic,899,737.jpg
1704,Blue Graphic T-Shirt,blue,regular,graphic,899,738.jpg
1705,Grey Casual T-Shirt,grey,regular,casual,599,739.jpg
1706,Red Casual T-Shirt,red,regular,casual,699,74.jpg
1707,Grey Graphic T-Shirt,grey,regular,graphic,599,740.jpg
1708,White Graphic T-Shirt,white,oversized,graphic,599,741.jpg
1709,Grey Casual T-Shirt,grey,regular,casual,599,742.jpg
1710,Black Graphic T-Shirt,black,oversized,graphic,799,743.jpg
1711,Grey Minimal T-Shirt,grey,oversized,minimal,599,744.jpg
1712,Black Casual T-Shirt,black,regular,casual,699,745.jpg
1713,White Casual T-Shirt,white,regular,casual,699,746.jpg
1714,White Minimal T-Shirt,white,regular,minimal,599,747.jpg
1715,Grey Graphic T-Shirt,grey,regular,graphic,699,748.jpg
1716,White Casual T-Shirt,white,oversized,casual,899,749.jpg
1717,Red Casual T-Shirt,red,oversized,casual,799,75.jpg
1718,White Minimal T-Shirt,white,oversized,minimal,899,750.jpg
1719,Red Casual T-Shirt,red,oversized,casual,799,751.jpg
1720,Blue Casual T-Shirt,blue,regular,casual,799,752.jpg
1721,Grey Graphic T-Shirt,grey,regular,graphic,799,753.jpg
1722,Black Casual T-Shirt,black,regular,casual,799,754.jpg
1723,Grey Minimal T-Shirt,grey,oversized,minimal,599,755.jpg
1724,Red Casual T-Shirt,red,oversized,casual,799,756.jpg
1725,Blue Graphic T-Shirt,blue,oversized,graphic,799,757.jpg
1726,Grey Minimal T-Shirt,grey,regular,minimal,699,758.jpg
1727,Red Graphic T-Shirt,red,oversized,graphic,699,759.jpg
1728,White Graphic T-Shirt,white,regular,graphic,599,76.jpg
1729,White Casual T-Shirt,white,oversized,casual,899,760.jpg
1730,Black Minimal T-Shirt,black,regular,minimal,799,761.jpg
1731,White Graphic T-Shirt,white,regular,graphic,599,762.jpg
1732,Red Minimal T-Shirt,red,regular,minimal,599,763.jpg
1733,Black Minimal T-Shirt,black,oversized,minimal,699,764.jpg
1734,White Graphic T-Shirt,white,oversized,graphic,899,765.jpg
1735,White Graphic T-Shirt,white,regular,graphic,599,766.jpg
1736,Black Graphic T-Shirt,black,oversized,graphic,899,767.jpg
1737,Red Minimal T-Shirt,red,regular,minimal,899,768.jpg
1738,White Graphic T-Shirt,white,oversized,graphic,799,769.jpg
1739,Grey Casual T-Shirt,grey,oversized,casual,699,77.jpg
1740,Black Casual T-Shirt,black,regular,casual,699,770.jpg
1741,Black Casual T-Shirt,black,oversized,casual,699,771.jpg
1742,White Minimal T-Shirt,white,regular,minimal,899,772.jpg
1743,Red Minimal T-Shirt,red,regular,minimal,799,773.jpg
1744,Red Graphic T-Shirt,red,regular,graphic,699,774.jpg
1745,Grey Minimal T-Shirt,grey,regular,minimal,899,775.jpg
1746,Red Minimal T-Shirt,red,regular,minimal,799,776.jpg
1747,Grey Graphic T-Shirt,grey,regular,graphic,799,777.jpg
1748,Blue Graphic T-Shirt,blue,oversized,graphic,599,778.jpg
1749,Black Casual T-Shirt,black,oversized,casual,599,779.jpg
1750,Black Casual T-Shirt,black,oversized,casual,699,78.jpg
1751,Grey Casual T-Shirt,grey,oversized,casual,599,780.jpg
1752,Red Casual T-Shirt,red,regular,casual,599,781.jpg
1753,White Graphic T-Shirt,white,oversized,graphic,699,782.jpg
1754,Blue Casual T-Shirt,blue,oversized,casual,699,783.jpg
1755,Black Casual T-Shirt,black,oversized,casual,899,784.jpg
1756,Black Graphic T-Shirt,black,oversized,graphic,899,785.jpg
1757,Blue Casual T-Shirt,blue,oversized,casual,699,786.jpg
1758,Black Graphic T-Shirt,black,regular,graphic,799,787.jpg
1759,Black Minimal T-Shirt,black,oversized,minimal,699,788.jpg
1760,Blue Minimal T-Shirt,blue,oversized,minimal,699,789.jpg
1761,Grey Minimal T-Shirt,grey,oversized,minimal,699,79.jpg
1762,White Graphic T-Shirt,white,oversized,graphic,899,790.jpg
1763,Grey Minimal T-Shirt,grey,oversized,minimal,799,791.jpg
1764,Black Casual T-Shirt,black,oversized,casual,599,792.jpg
1765,White Casual T-Shirt,white,oversized,casual,699,793.jpg
1766,Blue Minimal T-Shirt,blue,regular,minimal,799,794.jpg
1767,White Minimal T-Shirt,white,oversized,minimal,599,795.jpg
1768,Red Minimal T-Shirt,red,oversized,minimal,599,796.jpg
1769,Blue Casual T-Shirt,blue,oversized,casual,899,797.jpg
1770,Red Graphic T-Shirt,red,regular,graphic,899,798.jpg
1771,Grey Minimal T-Shirt,grey,oversized,minimal,899,799.jpg
1772,White Graphic T-Shirt,white,oversized,graphic,899,8.jpg
1773,White Minimal T-Shirt,white,regular,minimal,899,80.jpg
1774,White Casual T-Shirt,white,oversized,casual,899,800.jpg
1775,Red Graphic T-Shirt,red,regular,graphic,799,801.jpg
1776,Blue Casual T-Shirt,blue,regular,casual,699,802.jpg
1777,Blue Casual T-Shirt,blue,oversized,casual,599,803.jpg
1778,Grey Casual T-Shirt,grey,oversized,casual,599,804.jpg
1779,Black Minimal T-Shirt,black,regular,minimal,699,805.jpg
1780,Black Graphic T-Shirt,black,regular,graphic,599,806.jpg
1781,Red Casual T-Shirt,red,oversized,casual,699,807.jpg
1782,Grey Minimal T-Shirt,grey,oversized,minimal,799,808.jpg
1783,Red Minimal T-Shirt,red,oversized,minimal,899,809.jpg
1784,Grey Graphic T-Shirt,grey,regular,graphic,799,81.jpg
1785,Black Casual T-Shirt,black,oversized,casual,899,810.jpg
1786,Red Graphic T-Shirt,red,oversized,graphic,699,811.jpg
1787,White Casual T-Shirt,white,regular,casual,799,812.jpg
1788,White Minimal T-Shirt,white,regular,minimal,599,813.jpg
1789,Blue Graphic T-Shirt,blue,oversized,graphic,599,814.jpg
1790,Red Graphic T-Shirt,red,oversized,graphic,699,815.jpg
1791,Blue Minimal T-Shirt,blue,oversized,minimal,599,816.jpg
1792,Red Minimal T-Shirt,red,regular,minimal,599,817.jpg
1793,Red Casual T-Shirt,red,regular,casual,699,818.jpg
1794,Grey Minimal T-Shirt,grey,oversized,minimal,699,819.jpg
1795,Red Casual T-Shirt,red,oversized,casual,599,82.jpg
1796,White Minimal T-Shirt,white,oversized,minimal,699,820.jpg
1797,Blue Casual T-Shirt,blue,regular,casual,699,821.jpg
1798,White Casual T-Shirt,white,oversized,casual,899,822.jpg
1799,Red Minimal T-Shirt,red,regular,minimal,899,823.jpg
1800,Grey Casual T-Shirt,grey,regular,casual,599,824.jpg
1801,White Casual T-Shirt,white,regular,casual,899,825.jpg
1802,Grey Graphic T-Shirt,grey,regular,graphic,799,826.jpg
1803,White Graphic T-Shirt,white,regular,graphic,799,827.jpg
1804,Grey Casual T-Shirt,grey,oversized,casual,799,828.jpg
1805,Red Minimal T-Shirt,red,oversized,minimal,599,829.jpg
1806,Grey Minimal T-Shirt,grey,oversized,minimal,799,83.jpg
1807,Black Graphic T-Shirt,black,oversized,graphic,599,830.jpg
1808,Red Graphic T-Shirt,red,oversized,graphic,799,831.jpg
1809,Grey Minimal T-Shirt,grey,oversized,minimal,699,832.jpg
1810,White Casual T-Shirt,white,regular,casual,799,833.jpg
1811,White Graphic T-Shirt,white,regular,graphic,799,834.jpg
1812,Red Casual T-Shirt,red,oversized,casual,699,835.jpg
1813,Blue Minimal T-Shirt,blue,regular,minimal,699,836.jpg
1814,Blue Graphic T-Shirt,blue,oversized,graphic,899,837.jpg
1815,Red Graphic T-Shirt,red,regular,graphic,599,838.jpg
1816,Red Casual T-Shirt,red,regular,casual,599,839.jpg
1817,Grey Graphic T-Shirt,grey,regular,graphic,799,84.jpg
1818,Red Minimal T-Shirt,red,oversized,minimal,899,840.jpg
1819,Red Minimal T-Shirt,red,regular,minimal,599,841.jpg
1820,Black Graphic T-Shirt,black,regular,graphic,699,842.jpg
1821,Grey Graphic T-Shirt,grey,oversized,graphic,599,843.jpg
1822,Black Casual T-Shirt,black,oversized,casual,799,844.jpg
1823,Black Casual T-Shirt,black,regular,casual,599,845.jpg
1824,Blue Graphic T-Shirt,blue,regular,graphic,899,846.jpg
1825,Black Graphic T-Shirt,black,oversized,graphic,899,847.jpg
1826,Red Minimal T-Shirt,red,regular,minimal,799,848.jpg
1827,Blue Minimal T-Shirt,blue,oversized,minimal,699,849.jpg
1828,White Graphic T-Shirt,white,regular,graphic,599,85.jpg
1829,Grey Minimal T-Shirt,grey,regular,minimal,699,850.jpg
1830,Grey Graphic T-Shirt,grey,oversized,graphic,899,851.jpg
1831,Blue Graphic T-Shirt,blue,oversized,graphic,899,852.jpg
1832,Red Minimal T-Shirt,red,regular,minimal,599,853.jpg
1833,Red Graphic T-Shirt,red,regular,graphic,699,854.jpg
1834,Black Graphic T-Shirt,black,oversized,graphic,899,855.jpg
1835,Black Minimal T-Shirt,black,oversized,minimal,799,856.jpg
1836,Black Graphic T-Shirt,black,oversized,graphic,699,857.jpg
1837,Blue Graphic T-Shirt,blue,regular,graphic,699,858.jpg
1838,Black Graphic T-Shirt,black,oversized,graphic,899,859.jpg
1839,Red Graphic T-Shirt,red,oversized,graphic,599,86.jpg
1840,Blue Minimal T-Shirt,blue,oversized,minimal,699,860.jpg
1841,Black Graphic T-Shirt,black,regular,graphic,599,861.jpg
1842,White Graphic T-Shirt,white,regular,graphic,899,862.jpg
1843,Blue Minimal T-Shirt,blue,oversized,minimal,699,863.jpg
1844,Red Graphic T-Shirt,red,oversized,graphic,599,864.jpg
1845,White Minimal T-Shirt,white,regular,minimal,799,865.jpg
1846,Grey Casual T-Shirt,grey,regular,casual,599,866.jpg
1847,White Minimal T-Shirt,white,regular,minimal,599,867.jpg
1848,White Graphic T-Shirt,white,regular,graphic,799,868.jpg
1849,White Graphic T-Shirt,white,oversized,graphic,599,869.jpg
1850,Grey Minimal T-Shirt,grey,oversized,minimal,599,87.jpg
1851,Blue Casual T-Shirt,blue,oversized,casual,799,870.jpg
1852,Grey Casual T-Shirt,grey,oversized,casual,899,871.jpg
1853,Blue Casual T-Shirt,blue,regular,casual,799,872.jpg
1854,White Graphic T-Shirt,white,regular,graphic,599,873.jpg
1855,White Casual T-Shirt,white,regular,casual,899,874.jpg
1856,Blue Casual T-Shirt,blue,regular,casual,799,875.jpg
1857,Black Minimal T-Shirt,black,oversized,minimal,599,876.jpg
1858,Black Casual T-Shirt,black,regular,casual,899,877.jpg
1859,Grey Minimal T-Shirt,grey,regular,minimal,899,878.jpg
1860,Red Casual T-Shirt,red,regular,casual,799,879.jpg
1861,White Minimal T-Shirt,white,oversized,minimal,599,88.jpg
1862,Black Graphic T-Shirt,black,regular,graphic,599,880.jpg
1863,Grey Graphic T-Shirt,grey,oversized,graphic,799,881.jpg
1864,Grey Minimal T-Shirt,grey,regular,minimal,899,882.jpg
1865,Grey Casual T-Shirt,grey,oversized,casual,599,883.jpg
1866,Red Graphic T-Shirt,red,regular,graphic,699,884.jpg
1867,Blue Casual T-Shirt,blue,oversized,casual,799,885.jpg
1868,White Casual T-Shirt,white,oversized,casual,699,886.jpg
1869,Black Casual T-Shirt,black,oversized,casual,799,887.jpg
1870,Grey Casual T-Shirt,grey,regular,casual,899,888.jpg
1871,Grey Minimal T-Shirt,grey,regular,minimal,599,889.jpg
1872,Red Minimal T-Shirt,red,regular,minimal,799,89.jpg
1873,Blue Minimal T-Shirt,blue,oversized,minimal,899,890.jpg
1874,Red Casual T-Shirt,red,oversized,casual,899,891.jpg
1875,Grey Minimal T-Shirt,grey,oversized,minimal,599,892.jpg
1876,Blue Graphic T-Shirt,blue,oversized,graphic,799,893.jpg
1877,White Casual T-Shirt,white,oversized,casual,699,894.jpg
1878,Blue Casual T-Shirt,blue,oversized,casual,799,895.jpg
1879,Grey Minimal T-Shirt,grey,oversized,minimal,599,896.jpg
1880,Black Minimal T-Shirt,black,regular,minimal,699,897.jpg
1881,Black Casual T-Shirt,black,regular,casual,699,898.jpg
1882,Black Minimal T-Shirt,black,regular,minimal,799,899.jpg
1883,Blue Graphic T-Shirt,blue,regular,graphic,599,9.jpg
1884,Black Casual T-Shirt,black,regular,casual,599,90.jpg
1885,White Graphic T-Shirt,white,oversized,graphic,799,900.jpg
1886,Grey Minimal T-Shirt,grey,regular,minimal,899,901.jpg
1887,Red Casual T-Shirt,red,regular,casual,899,902.jpg
1888,Grey Minimal T-Shirt,grey,oversized,minimal,699,903.jpg
1889,Black Casual T-Shirt,black,oversized,casual,899,904.jpg
1890,Red Casual T-Shirt,red,oversized,casual,599,905.jpg
1891,Black Minimal T-Shirt,black,regular,minimal,799,906.jpg
1892,Blue Minimal T-Shirt,blue,regular,minimal,699,907.jpg
1893,Black Minimal T-Shirt,black,regular,minimal,899,908.jpg
1894,Black Graphic T-Shirt,black,regular,graphic,599,909.jpg
1895,Red Graphic T-Shirt,red,regular,graphic,599,91.jpg
1896,Grey Casual T-Shirt,grey,oversized,casual,799,910.jpg
1897,White Graphic T-Shirt,white,oversized,graphic,899,911.jpg
1898,White Casual T-Shirt,white,regular,casual,599,912.jpg
1899,Red Graphic T-Shirt,red,regular,graphic,599,913.jpg
1900,White Graphic T-Shirt,white,regular,graphic,899,914.jpg
1901,Red Minimal T-Shirt,red,regular,minimal,899,915.jpg
1902,Red Minimal T-Shirt,red,regular,minimal,599,916.jpg
1903,Red Minimal T-Shirt,red,oversized,minimal,599,917.jpg
1904,Blue Minimal T-Shirt,blue,oversized,minimal,599,918.jpg
1905,White Minimal T-Shirt,white,regular,minimal,799,919.jpg
1906,Blue Casual T-Shirt,blue,regular,casual,899,92.jpg
1907,Grey Graphic T-Shirt,grey,oversized,graphic,899,920.jpg
1908,Blue Minimal T-Shirt,blue,oversized,minimal,599,921.jpg
1909,Blue Minimal T-Shirt,blue,regular,minimal,599,922.jpg
1910,Red Minimal T-Shirt,red,oversized,minimal,699,923.jpg
1911,White Casual T-Shirt,white,regular,casual,799,924.jpg
1912,White Graphic T-Shirt,white,oversized,graphic,899,925.jpg
1913,White Casual T-Shirt,white,oversized,casual,599,926.jpg
1914,Grey Minimal T-Shirt,grey,oversized,minimal,799,927.jpg
1915,Blue Graphic T-Shirt,blue,oversized,graphic,899,928.jpg
1916,White Minimal T-Shirt,white,regular,minimal,599,929.jpg
1917,Blue Casual T-Shirt,blue,oversized,casual,899,93.jpg
1918,Grey Minimal T-Shirt,grey,oversized,minimal,599,930.jpg
1919,Grey Graphic T-Shirt,grey,oversized,graphic,699,931.jpg
1920,Grey Casual T-Shirt,grey,oversized,casual,899,932.jpg
1921,Red Graphic T-Shirt,red,regular,graphic,799,933.jpg
1922,White Casual T-Shirt,white,oversized,casual,699,934.jpg
1923,Blue Minimal T-Shirt,blue,oversized,minimal,799,935.jpg
1924,White Casual T-Shirt,white,oversized,casual,799,936.jpg
1925,Red Graphic T-Shirt,red,oversized,graphic,899,937.jpg
1926,Grey Casual T-Shirt,grey,oversized,casual,599,938.jpg
1927,Black Minimal T-Shirt,black,oversized,minimal,699,939.jpg
1928,White Graphic T-Shirt,white,regular,graphic,699,94.jpg
1929,White Casual T-Shirt,white,oversized,casual,699,940.jpg
1930,Black Graphic T-Shirt,black,regular,graphic,799,941.jpg
1931,Grey Graphic T-Shirt,grey,regular,graphic,799,942.jpg
1932,Red Casual T-Shirt,red,regular,casual,899,943.jpg
1933,White Casual T-Shirt,white,regular,casual,799,944.jpg
1934,White Graphic T-Shirt,white,regular,graphic,899,945.jpg
1935,White Minimal T-Shirt,white,oversized,minimal,699,946.jpg
1936,Red Minimal T-Shirt,red,regular,minimal,799,947.jpg
1937,Red Casual T-Shirt,red,regular,casual,599,948.jpg
1938,Black Casual T-Shirt,black,regular,casual,899,949.jpg
1939,Grey Graphic T-Shirt,grey,regular,graphic,699,95.jpg
1940,Black Minimal T-Shirt,black,regular,minimal,899,950.jpg
1941,Grey Minimal T-Shirt,grey,oversized,minimal,699,951.jpg
1942,Black Minimal T-Shirt,black,oversized,minimal,599,952.jpg
1943,White Graphic T-Shirt,white,regular,graphic,799,953.jpg
1944,Red Minimal T-Shirt,red,regular,minimal,599,954.jpg
1945,Red Minimal T-Shirt,red,regular,minimal,899,955.jpg
1946,Blue Casual T-Shirt,blue,oversized,casual,799,956.jpg
1947,White Minimal T-Shirt,white,oversized,minimal,899,957.jpg
1948,Blue Casual T-Shirt,blue,regular,casual,599,958.jpg
1949,Black Casual T-Shirt,black,regular,casual,599,959.jpg
1950,Red Graphic T-Shirt,red,oversized,graphic,699,96.jpg
1951,Black Casual T-Shirt,black,regular,casual,699,960.jpg
1952,Black Graphic T-Shirt,black,regular,graphic,599,961.jpg
1953,Grey Minimal T-Shirt,grey,oversized,minimal,899,962.jpg
1954,Blue Graphic T-Shirt,blue,oversized,graphic,799,963.jpg
1955,Black Casual T-Shirt,black,regular,casual,899,964.jpg
1956,Red Graphic T-Shirt,red,oversized,graphic,799,965.jpg
1957,Red Graphic T-Shirt,red,oversized,graphic,599,966.jpg
1958,Blue Minimal T-Shirt,blue,regular,minimal,599,967.jpg
1959,Grey Minimal T-Shirt,grey,oversized,minimal,599,968.jpg
1960,Red Casual T-Shirt,red,regular,casual,899,969.jpg
1961,White Graphic T-Shirt,white,regular,graphic,699,97.jpg
1962,Blue Minimal T-Shirt,blue,regular,minimal,799,970.jpg
1963,Grey Casual T-Shirt,grey,oversized,casual,699,971.jpg
1964,Blue Minimal T-Shirt,blue,oversized,minimal,899,972.jpg
1965,Grey Graphic T-Shirt,grey,oversized,graphic,899,973.jpg
1966,White Graphic T-Shirt,white,regular,graphic,699,974.jpg
1967,Red Graphic T-Shirt,red,regular,graphic,699,975.jpg
1968,Black Graphic T-Shirt,black,oversized,graphic,799,976.jpg
1969,Grey Minimal T-Shirt,grey,oversized,minimal,699,977.jpg
1970,Blue Minimal T-Shirt,blue,regular,minimal,799,978.jpg
1971,White Casual T-Shirt,white,regular,casual,599,979.jpg
1972,Blue Minimal T-Shirt,blue,regular,minimal,599,98.jpg
1973,Black Casual T-Shirt,black,regular,casual,899,980.jpg
1974,Blue Graphic T-Shirt,blue,regular,graphic,699,981.jpg
1975,Black Casual T-Shirt,black,oversized,casual,599,982.jpg
1976,White Minimal T-Shirt,white,oversized,minimal,599,983.jpg
1977,Red Minimal T-Shirt,red,oversized,minimal,599,984.jpg
1978,Red Minimal T-Shirt,red,oversized,minimal,599,985.jpg
1979,Red Graphic T-Shirt,red,regular,graphic,799,986.jpg
1980,Grey Minimal T-Shirt,grey,oversized,minimal,899,987.jpg
1981,Blue Casual T-Shirt,blue,regular,casual,799,988.jpg
1982,Red Graphic T-Shirt,red,regular,graphic,899,989.jpg
1983,Grey Casual T-Shirt,grey,oversized,casual,899,99.jpg
1984,Blue Casual T-Shirt,blue,oversized,casual,799,990.jpg
1985,Red Graphic T-Shirt,red,regular,graphic,699,991.jpg
1986,Grey Minimal T-Shirt,grey,oversized,minimal,899,992.jpg
1987,Red Casual T-Shirt,red,regular,casual,799,993.jpg
1988,Black Casual T-Shirt,black,oversized,casual,799,994.jpg
1989,White Casual T-Shirt,white,oversized,casual,899,995.jpg
1990,Grey Minimal T-Shirt,grey,regular,minimal,799,996.jpg
1991,Black Graphic T-Shirt,black,regular,graphic,599,997.jpg
1992,White Minimal T-Shirt,white,oversized,minimal,699,998.jpg
1993,White Graphic T-Shirt,white,regular,graphic,899,999.jpg
